study	sample	body_site	country
ChngKR_2016	WBE012	Skin	China
ChngKR_2016	WBE017	Skin	China
ChngKR_2016	WBE018	Skin	China
ChngKR_2016	WBE026	Skin	China
ChngKR_2016	WBE027	Skin	China
ChngKR_2016	WBE042	Skin	China
ChngKR_2016	WBE043	Skin	China
ChngKR_2016	WBS016	Skin	China
ChngKR_2016	WBS017	Skin	China
ChngKR_2016	WBU001	Skin	China
ChngKR_2016	WBU002	Skin	China
ChngKR_2016	WBU005	Skin	China
ChngKR_2016	WBU006	Skin	China
ChngKR_2016	WBU011	Skin	China
ChngKR_2016	WBU012	Skin	China
ChngKR_2016	WBU015	Skin	China
ChngKR_2016	WBU016	Skin	China
ChngKR_2016	WBU019	Skin	China
ChngKR_2016	WBU020	Skin	China
HeQ_2017	RSZAXPI003062-102	Stool	China
HeQ_2017	RSZAXPI003063-104	Stool	China
HeQ_2017	RSZAXPI003065-105	Stool	China
HeQ_2017	RSZAXPI003069-101	Stool	China
HeQ_2017	RSZAXPI003077-109	Stool	China
HeQ_2017	RSZAXPI003078-111	Stool	China
HeQ_2017	RSZAXPI003079-113	Stool	China
HeQ_2017	RSZAXPI003080-114	Stool	China
HeQ_2017	RSZAXPI003081-115	Stool	China
HeQ_2017	RSZAXPI003082-116	Stool	China
HeQ_2017	RSZAXPI003083-117	Stool	China
HeQ_2017	RSZAXPI003093-124	Stool	China
HeQ_2017	RSZAXPI003094-125	Stool	China
HeQ_2017	RSZAXPI003095-129	Stool	China
HeQ_2017	RSZAXPI003096-130	Stool	China
HeQ_2017	RSZAXPI003097-131	Stool	China
HeQ_2017	RSZAXPI003098-132	Stool	China
HeQ_2017	RSZAXPI003099-133	Stool	China
HeQ_2017	RSZAXPI003101-139	Stool	China
HeQ_2017	RSZAXPI003102-140	Stool	China
HeQ_2017	RSZAXPI003103-141	Stool	China
HeQ_2017	RSZAXPI003104-142	Stool	China
HeQ_2017	RSZAXPI003105-143	Stool	China
HeQ_2017	RSZAXPI003106-145	Stool	China
HeQ_2017	RSZAXPI003107-147	Stool	China
HeQ_2017	RSZAXPI003108-148	Stool	China
HeQ_2017	RSZAXPI003109-149	Stool	China
HeQ_2017	SZAXPI029460-123	Stool	China
HeQ_2017	SZAXPI029461-129	Stool	China
HeQ_2017	SZAXPI029462-133	Stool	China
HeQ_2017	SZAXPI029463-136	Stool	China
HeQ_2017	SZAXPI029464-140	Stool	China
HeQ_2017	SZAXPI029466-158	Stool	China
HeQ_2017	SZAXPI029467-166	Stool	China
HeQ_2017	SZAXPI029468-169	Stool	China
HeQ_2017	SZAXPI029469-27	Stool	China
HeQ_2017	SZAXPI029471-33	Stool	China
HeQ_2017	SZAXPI029473-40	Stool	China
HeQ_2017	SZAXPI029474-42	Stool	China
HeQ_2017	SZAXPI029475-44	Stool	China
HeQ_2017	SZAXPI029476-50	Stool	China
HeQ_2017	SZAXPI029479-64	Stool	China
HeQ_2017	SZAXPI029480-66	Stool	China
HeQ_2017	SZAXPI029482-77	Stool	China
HeQ_2017	SZAXPI029483-78	Stool	China
HeQ_2017	SZAXPI029484-80	Stool	China
HeQ_2017	SZAXPI029485-81	Stool	China
HeQ_2017	SZAXPI029486-84	Stool	China
HeQ_2017	SZAXPI029489-87	Stool	China
HeQ_2017	SZAXPI029490-88	Stool	China
HeQ_2017	SZAXPI029491-89	Stool	China
HeQ_2017	SZAXPI029492-90	Stool	China
HeQ_2017	SZAXPI029493-93	Stool	China
HeQ_2017	SZAXPI029494-94	Stool	China
HeQ_2017	SZAXPI029495-96	Stool	China
HeQ_2017	SZAXPI029496-97	Stool	China
HeQ_2017	SZAXPI029497-98	Stool	China
HeQ_2017	SZAXPI029498-99	Stool	China
HeQ_2017	SZAXPI029499-101	Stool	China
HeQ_2017	SZAXPI029500-102	Stool	China
HeQ_2017	SZAXPI029501-104	Stool	China
HeQ_2017	SZAXPI029502-105	Stool	China
HeQ_2017	SZAXPI029503-106	Stool	China
HeQ_2017	SZAXPI029541-107	Stool	China
HeQ_2017	SZAXPI029542-108	Stool	China
HeQ_2017	SZAXPI029544-123	Stool	China
HeQ_2017	SZAXPI029545-129	Stool	China
HeQ_2017	SZAXPI029546-133	Stool	China
HeQ_2017	SZAXPI029548-140	Stool	China
HeQ_2017	SZAXPI029549-142	Stool	China
HeQ_2017	SZAXPI029550-158	Stool	China
HeQ_2017	SZAXPI029551-166	Stool	China
HeQ_2017	SZAXPI029552-169	Stool	China
HeQ_2017	SZAXPI029553-32	Stool	China
HeQ_2017	SZAXPI029554-33	Stool	China
HeQ_2017	SZAXPI029555-35	Stool	China
HeQ_2017	SZAXPI029556-40	Stool	China
HeQ_2017	SZAXPI029557-42	Stool	China
HeQ_2017	SZAXPI029558-44	Stool	China
HeQ_2017	SZAXPI029559-50	Stool	China
HeQ_2017	SZAXPI029560-51	Stool	China
HeQ_2017	SZAXPI029561-52	Stool	China
HeQ_2017	SZAXPI029563-66	Stool	China
HeQ_2017	SZAXPI029564-74	Stool	China
HeQ_2017	SZAXPI029565-77	Stool	China
HeQ_2017	SZAXPI029566-78	Stool	China
HeQ_2017	SZAXPI029567-80	Stool	China
HeQ_2017	SZAXPI029568-81	Stool	China
HeQ_2017	SZAXPI029569-84	Stool	China
HeQ_2017	SZAXPI029570-85	Stool	China
HeQ_2017	SZAXPI029571-86	Stool	China
HeQ_2017	SZAXPI029572-87	Stool	China
HeQ_2017	SZAXPI029573-88	Stool	China
HeQ_2017	SZAXPI029574-89	Stool	China
HeQ_2017	SZAXPI029575-90	Stool	China
HeQ_2017	SZAXPI029576-93	Stool	China
HeQ_2017	SZAXPI029577-94	Stool	China
HeQ_2017	SZAXPI029578-96	Stool	China
HeQ_2017	SZAXPI029579-97	Stool	China
HeQ_2017	SZAXPI029580-98	Stool	China
HeQ_2017	SZAXPI029581-99	Stool	China
HeQ_2017	SZAXPI029582-100	Stool	China
HeQ_2017	SZAXPI029583-101	Stool	China
HeQ_2017	SZAXPI029584-102	Stool	China
HeQ_2017	SZAXPI029585-104	Stool	China
HeQ_2017	SZAXPI029586-105	Stool	China
HeQ_2017	SZAXPI029587-106	Stool	China
HeQ_2017	SZAXPI029588-107	Stool	China
HeQ_2017	SZAXPI029589-108	Stool	China
HeQ_2017	SZAXPI029590-113	Stool	China
HeQ_2017	SZAXPI029591-123	Stool	China
HeQ_2017	SZAXPI029592-129	Stool	China
HeQ_2017	SZAXPI029593-133	Stool	China
HeQ_2017	SZAXPI029594-136	Stool	China
HeQ_2017	SZAXPI029596-142	Stool	China
HeQ_2017	SZAXPI029597-158	Stool	China
HeQ_2017	SZAXPI029598-166	Stool	China
HeQ_2017	SZAXPI029599-169	Stool	China
HeQ_2017	SZAXPI029600-27	Stool	China
HeQ_2017	SZAXPI029601-32	Stool	China
HeQ_2017	SZAXPI029602-33	Stool	China
HeQ_2017	SZAXPI029670-27	Stool	China
LiJ_2014	DLF005-IE	Stool	China
LiJ_2014	DLM006-IE	Stool	China
LiJ_2014	DOM005-IE	Stool	China
LiJ_2014	DOM017-IE	Stool	China
LiJ_2014	NLF002-IE	Stool	China
LiJ_2014	NLF009-IE	Stool	China
LiJ_2014	NLM009-IE	Stool	China
LiJ_2014	NLM025-IE	Stool	China
LiJ_2014	NOF002-IE	Stool	China
LiJ_2014	NOF007-IE	Stool	China
LiJ_2014	NOF013-IE	Stool	China
LiJ_2017	nHF511704	Stool	China
LiJ_2017	nHM512705	Stool	China
LiJ_2017	nHM611708	Stool	China
LiJ_2017	nHF611710	Stool	China
LiJ_2017	nHM511712	Stool	China
LiJ_2017	nHM410714	Stool	China
LiJ_2017	nHM511615	Stool	China
LiJ_2017	nHM412716	Stool	China
LiJ_2017	nHM511717	Stool	China
LiJ_2017	nHF411719	Stool	China
LiJ_2017	nHM511720	Stool	China
LiJ_2017	nHF612722	Stool	China
LiJ_2017	nHF611623	Stool	China
LiJ_2017	nHMX11726	Stool	China
LiJ_2017	nHM410727	Stool	China
LiJ_2017	nHM511730	Stool	China
LiJ_2017	nHM510831	Stool	China
LiJ_2017	nHM510732	Stool	China
LiJ_2017	nHM511735	Stool	China
LiJ_2017	nHM510737	Stool	China
LiJ_2017	nHM511738	Stool	China
LiJ_2017	nHF411741	Stool	China
LiJ_2017	nHF409542	Stool	China
LiJ_2017	nHM612743	Stool	China
LiJ_2017	nHM411801	Stool	China
LiJ_2017	nHM512802	Stool	China
LiJ_2017	nHM412703	Stool	China
LiJ_2017	nHM512806	Stool	China
LiJ_2017	nHM612607	Stool	China
LiJ_2017	nHM612709	Stool	China
LiJ_2017	nHM512811	Stool	China
LiJ_2017	nHM511813	Stool	China
LiJ_2017	nHF512818	Stool	China
LiJ_2017	nHM511821	Stool	China
LiJ_2017	nHM612724	Stool	China
LiJ_2017	nHM512828	Stool	China
LiJ_2017	nHF512829	Stool	China
LiJ_2017	nHM410833	Stool	China
LiJ_2017	nHM512834	Stool	China
LiJ_2017	nHM412839	Stool	China
LiJ_2017	nHM412844	Stool	China
LiJ_2017	H1M514901	Stool	China
LiJ_2017	H1M413802	Stool	China
LiJ_2017	H1M513803	Stool	China
LiJ_2017	H1M513804	Stool	China
LiJ_2017	H1M414905	Stool	China
LiJ_2017	H1M513606	Stool	China
LiJ_2017	H1M513807	Stool	China
LiJ_2017	H1M512808	Stool	China
LiJ_2017	H1M412809	Stool	China
LiJ_2017	H1M513810	Stool	China
LiJ_2017	H1M313811	Stool	China
LiJ_2017	H1M513912	Stool	China
LiJ_2017	H1M513813	Stool	China
LiJ_2017	H1M5XX814	Stool	China
LiJ_2017	H1M413815	Stool	China
LiJ_2017	H1M513816	Stool	China
LiJ_2017	H1F513817	Stool	China
LiJ_2017	H1F513818	Stool	China
LiJ_2017	H1M513819	Stool	China
LiJ_2017	H1M513820	Stool	China
LiJ_2017	H1M512821	Stool	China
LiJ_2017	H1M413822	Stool	China
LiJ_2017	H1M513823	Stool	China
LiJ_2017	H1M613824	Stool	China
LiJ_2017	H1M613825	Stool	China
LiJ_2017	H1M513826	Stool	China
LiJ_2017	H1M413827	Stool	China
LiJ_2017	H1M513828	Stool	China
LiJ_2017	H1M513729	Stool	China
LiJ_2017	H1M513730	Stool	China
LiJ_2017	H1M512831	Stool	China
LiJ_2017	H1M412832	Stool	China
LiJ_2017	H1M511833	Stool	China
LiJ_2017	H1M512834	Stool	China
LiJ_2017	H1M412835	Stool	China
LiJ_2017	H1M512836	Stool	China
LiJ_2017	H1M412837	Stool	China
LiJ_2017	H1M513738	Stool	China
LiJ_2017	H1F613739	Stool	China
LiJ_2017	H1M512840	Stool	China
LiJ_2017	H1M511841	Stool	China
LiJ_2017	H1M511842	Stool	China
LiJ_2017	H1M412743	Stool	China
LiJ_2017	H1M412844	Stool	China
LiJ_2017	H1M613745	Stool	China
LiJ_2017	H1F413846	Stool	China
LiJ_2017	H1M513747	Stool	China
LiJ_2017	H1M213648	Stool	China
LiJ_2017	H1M513852	Stool	China
LiJ_2017	H1M512853	Stool	China
LiJ_2017	H1M512854	Stool	China
LiJ_2017	H1M512855	Stool	China
LiJ_2017	H2M414940	Stool	China
LiJ_2017	nHM511825	Stool	China
LiJ_2017	nHM612836	Stool	China
LiJ_2017	nHM412840	Stool	China
LiJ_2017	H2M514901	Stool	China
LiJ_2017	H2M414102	Stool	China
LiJ_2017	H2M514903	Stool	China
LiJ_2017	H2M614904	Stool	China
LiJ_2017	H2M514905	Stool	China
LiJ_2017	H2M514906	Stool	China
LiJ_2017	H2M514108	Stool	China
LiJ_2017	H2M514909	Stool	China
LiJ_2017	H2F514910	Stool	China
LiJ_2017	H2M514911	Stool	China
LiJ_2017	H2M615912	Stool	China
LiJ_2017	H2M413913	Stool	China
LiJ_2017	H2M415914	Stool	China
LiJ_2017	H2M413915	Stool	China
LiJ_2017	H2MX14816	Stool	China
LiJ_2017	H2M514917	Stool	China
LiJ_2017	H2M514818	Stool	China
LiJ_2017	H2M511919	Stool	China
LiJ_2017	H2M411920	Stool	China
LiJ_2017	H2M515921	Stool	China
LiJ_2017	H2M515822	Stool	China
LiJ_2017	H2F514923	Stool	China
LiJ_2017	H2M413924	Stool	China
LiJ_2017	H2M514925	Stool	China
LiJ_2017	H2M414926	Stool	China
LiJ_2017	H2M414927	Stool	China
LiJ_2017	H2MX14928	Stool	China
LiJ_2017	H2M614929	Stool	China
LiJ_2017	H2M514930	Stool	China
LiJ_2017	H2M414931	Stool	China
LiJ_2017	H2M614832	Stool	China
LiJ_2017	H2M513933	Stool	China
LiJ_2017	H2M513934	Stool	China
LiJ_2017	H2F413935	Stool	China
LiJ_2017	H2M513936	Stool	China
LiJ_2017	H2M513937	Stool	China
LiJ_2017	H2M513938	Stool	China
LiJ_2017	H2M513939	Stool	China
LiJ_2017	H2M514841	Stool	China
LiJ_2017	H2M614742	Stool	China
LiJ_2017	H2M514943	Stool	China
LiJ_2017	H3M415852	Stool	China
LiJ_2017	H3M515950	Stool	China
LiJ_2017	H3M516845	Stool	China
LiJ_2017	H3M615846	Stool	China
LiJ_2017	H3M615747	Stool	China
LiJ_2017	H3M515936	Stool	China
LiJ_2017	H3M515137	Stool	China
LiJ_2017	H3M515138	Stool	China
LiJ_2017	H3M414933	Stool	China
LiJ_2017	H3M515128	Stool	China
LiJ_2017	H3M515920	Stool	China
LiJ_2017	H3M515915	Stool	China
LiJ_2017	H3M515910	Stool	China
LiJ_2017	H3M415906	Stool	China
LiJ_2017	H3M515902	Stool	China
LiJ_2017	H1M412949	Stool	China
LiJ_2017	H1M612950	Stool	China
LiJ_2017	H1F512951	Stool	China
LiJ_2017	H3M515101	Stool	China
LiJ_2017	H3F416103	Stool	China
LiJ_2017	H3M516804	Stool	China
LiJ_2017	H3M516105	Stool	China
LiJ_2017	H3M515107	Stool	China
LiJ_2017	H3M518108	Stool	China
LiJ_2017	H3M516909	Stool	China
LiJ_2017	H3F516111	Stool	China
LiJ_2017	H3M518112	Stool	China
LiJ_2017	H3M516113	Stool	China
LiJ_2017	H3M516114	Stool	China
LiJ_2017	H3M518116	Stool	China
LiJ_2017	H3M415117	Stool	China
LiJ_2017	H3M516118	Stool	China
LiJ_2017	H3MX16919	Stool	China
LiJ_2017	H3M517921	Stool	China
LiJ_2017	H3M517922	Stool	China
LiJ_2017	H3M515123	Stool	China
LiJ_2017	H3M416124	Stool	China
LiJ_2017	H3M517925	Stool	China
LiJ_2017	H3M420126	Stool	China
LiJ_2017	H3M416127	Stool	China
LiJ_2017	H3M516129	Stool	China
LiJ_2017	H3M515130	Stool	China
LiJ_2017	H3M415131	Stool	China
LiJ_2017	H3M615132	Stool	China
LiJ_2017	H3M517134	Stool	China
LiJ_2017	H3M515935	Stool	China
LiJ_2017	H3M419939	Stool	China
LiJ_2017	H3M415140	Stool	China
LiJ_2017	H3M513141	Stool	China
LiJ_2017	H3M514142	Stool	China
LiJ_2017	H3M514143	Stool	China
LiJ_2017	H3M514144	Stool	China
LiJ_2017	H3M616848	Stool	China
LiJ_2017	H3M617849	Stool	China
LiJ_2017	H3M516751	Stool	China
LiJ_2017	H3M616753	Stool	China
LiJ_2017	H3M516154	Stool	China
LiJ_2017	H2M514107	Stool	China
QinJ_2012	CON-001	Stool	China
QinJ_2012	CON-002	Stool	China
QinJ_2012	CON-003	Stool	China
QinJ_2012	CON-004	Stool	China
QinJ_2012	CON-005	Stool	China
QinJ_2012	CON-006	Stool	China
QinJ_2012	CON-007	Stool	China
QinJ_2012	CON-008	Stool	China
QinJ_2012	CON-009	Stool	China
QinJ_2012	CON-010	Stool	China
QinJ_2012	CON-011	Stool	China
QinJ_2012	CON-012	Stool	China
QinJ_2012	CON-013	Stool	China
QinJ_2012	CON-014	Stool	China
QinJ_2012	CON-015	Stool	China
QinJ_2012	CON-016	Stool	China
QinJ_2012	CON-017	Stool	China
QinJ_2012	CON-018	Stool	China
QinJ_2012	CON-019	Stool	China
QinJ_2012	CON-020	Stool	China
QinJ_2012	CON-021	Stool	China
QinJ_2012	CON-022	Stool	China
QinJ_2012	CON-023	Stool	China
QinJ_2012	CON-024	Stool	China
QinJ_2012	CON-025	Stool	China
QinJ_2012	CON-026	Stool	China
QinJ_2012	CON-027	Stool	China
QinJ_2012	CON-028	Stool	China
QinJ_2012	CON-029	Stool	China
QinJ_2012	CON-030	Stool	China
QinJ_2012	CON-031	Stool	China
QinJ_2012	CON-032	Stool	China
QinJ_2012	CON-033	Stool	China
QinJ_2012	CON-034	Stool	China
QinJ_2012	CON-035	Stool	China
QinJ_2012	CON-036	Stool	China
QinJ_2012	CON-037	Stool	China
QinJ_2012	CON-038	Stool	China
QinJ_2012	CON-039	Stool	China
QinJ_2012	CON-040	Stool	China
QinJ_2012	CON-041	Stool	China
QinJ_2012	CON-042	Stool	China
QinJ_2012	CON-043	Stool	China
QinJ_2012	CON-044	Stool	China
QinJ_2012	CON-045	Stool	China
QinJ_2012	CON-046	Stool	China
QinJ_2012	CON-047	Stool	China
QinJ_2012	CON-048	Stool	China
QinJ_2012	CON-049	Stool	China
QinJ_2012	CON-050	Stool	China
QinJ_2012	CON-051	Stool	China
QinJ_2012	CON-052	Stool	China
QinJ_2012	CON-053	Stool	China
QinJ_2012	CON-054	Stool	China
QinJ_2012	CON-055	Stool	China
QinJ_2012	CON-056	Stool	China
QinJ_2012	CON-057	Stool	China
QinJ_2012	CON-058	Stool	China
QinJ_2012	CON-059	Stool	China
QinJ_2012	CON-060	Stool	China
QinJ_2012	CON-061	Stool	China
QinJ_2012	CON-062	Stool	China
QinJ_2012	CON-063	Stool	China
QinJ_2012	CON-064	Stool	China
QinJ_2012	CON-065	Stool	China
QinJ_2012	CON-066	Stool	China
QinJ_2012	CON-067	Stool	China
QinJ_2012	CON-068	Stool	China
QinJ_2012	CON-069	Stool	China
QinJ_2012	CON-070	Stool	China
QinJ_2012	CON-071	Stool	China
QinJ_2012	CON-072	Stool	China
QinJ_2012	CON-073	Stool	China
QinJ_2012	CON-074	Stool	China
QinJ_2012	CON-075	Stool	China
QinJ_2012	CON-076	Stool	China
QinJ_2012	CON-077	Stool	China
QinJ_2012	CON-078	Stool	China
QinJ_2012	CON-079	Stool	China
QinJ_2012	CON-080	Stool	China
QinJ_2012	CON-081	Stool	China
QinJ_2012	CON-082	Stool	China
QinJ_2012	CON-083	Stool	China
QinJ_2012	CON-084	Stool	China
QinJ_2012	CON-085	Stool	China
QinJ_2012	CON-086	Stool	China
QinJ_2012	CON-087	Stool	China
QinJ_2012	CON-088	Stool	China
QinJ_2012	CON-089	Stool	China
QinJ_2012	CON-090	Stool	China
QinJ_2012	CON-091	Stool	China
QinJ_2012	CON-092	Stool	China
QinJ_2012	CON-093	Stool	China
QinJ_2012	CON-094	Stool	China
QinJ_2012	CON-095	Stool	China
QinJ_2012	CON-096	Stool	China
QinJ_2012	CON-097	Stool	China
QinJ_2012	CON-098	Stool	China
QinJ_2012	CON-099	Stool	China
QinJ_2012	CON-100	Stool	China
QinJ_2012	CON-101	Stool	China
QinJ_2012	CON-102	Stool	China
QinJ_2012	CON-103	Stool	China
QinJ_2012	CON-104	Stool	China
QinJ_2012	CON-105	Stool	China
QinJ_2012	CON-106	Stool	China
QinJ_2012	CON-107	Stool	China
QinJ_2012	CON-108	Stool	China
QinJ_2012	CON-109	Stool	China
QinJ_2012	CON-110	Stool	China
QinJ_2012	CON-111	Stool	China
QinJ_2012	DLF001	Stool	China
QinJ_2012	DLF002	Stool	China
QinJ_2012	DLF003	Stool	China
QinJ_2012	DLF004	Stool	China
QinJ_2012	DLF005	Stool	China
QinJ_2012	DLF006	Stool	China
QinJ_2012	DLF007	Stool	China
QinJ_2012	DLF008	Stool	China
QinJ_2012	DLF009	Stool	China
QinJ_2012	DLF010	Stool	China
QinJ_2012	DLF012	Stool	China
QinJ_2012	DLF013	Stool	China
QinJ_2012	DLF014	Stool	China
QinJ_2012	DLM001	Stool	China
QinJ_2012	DLM002	Stool	China
QinJ_2012	DLM003	Stool	China
QinJ_2012	DLM004	Stool	China
QinJ_2012	DLM005	Stool	China
QinJ_2012	DLM006	Stool	China
QinJ_2012	DLM007	Stool	China
QinJ_2012	DLM008	Stool	China
QinJ_2012	DLM009	Stool	China
QinJ_2012	DLM010	Stool	China
QinJ_2012	DLM011	Stool	China
QinJ_2012	DLM012	Stool	China
QinJ_2012	DLM013	Stool	China
QinJ_2012	DLM014	Stool	China
QinJ_2012	DLM015	Stool	China
QinJ_2012	DLM016	Stool	China
QinJ_2012	DLM017	Stool	China
QinJ_2012	DLM018	Stool	China
QinJ_2012	DLM019	Stool	China
QinJ_2012	DLM020	Stool	China
QinJ_2012	DLM021	Stool	China
QinJ_2012	DLM022	Stool	China
QinJ_2012	DLM023	Stool	China
QinJ_2012	DLM024	Stool	China
QinJ_2012	DLM027	Stool	China
QinJ_2012	DLM028	Stool	China
QinJ_2012	DOF002	Stool	China
QinJ_2012	DOF003	Stool	China
QinJ_2012	DOF004	Stool	China
QinJ_2012	DOF006	Stool	China
QinJ_2012	DOF007	Stool	China
QinJ_2012	DOF008	Stool	China
QinJ_2012	DOF009	Stool	China
QinJ_2012	DOF010	Stool	China
QinJ_2012	DOF011	Stool	China
QinJ_2012	DOF012	Stool	China
QinJ_2012	DOF013	Stool	China
QinJ_2012	DOF014	Stool	China
QinJ_2012	DOM001	Stool	China
QinJ_2012	DOM003	Stool	China
QinJ_2012	DOM005	Stool	China
QinJ_2012	DOM008	Stool	China
QinJ_2012	DOM010	Stool	China
QinJ_2012	DOM012	Stool	China
QinJ_2012	DOM013	Stool	China
QinJ_2012	DOM014	Stool	China
QinJ_2012	DOM015	Stool	China
QinJ_2012	DOM016	Stool	China
QinJ_2012	DOM017	Stool	China
QinJ_2012	DOM018	Stool	China
QinJ_2012	DOM019	Stool	China
QinJ_2012	DOM020	Stool	China
QinJ_2012	DOM021	Stool	China
QinJ_2012	DOM022	Stool	China
QinJ_2012	DOM023	Stool	China
QinJ_2012	DOM024	Stool	China
QinJ_2012	DOM025	Stool	China
QinJ_2012	DOM026	Stool	China
QinJ_2012	NLF001	Stool	China
QinJ_2012	NLF002	Stool	China
QinJ_2012	NLF005	Stool	China
QinJ_2012	NLF006	Stool	China
QinJ_2012	NLF007	Stool	China
QinJ_2012	NLF008	Stool	China
QinJ_2012	NLF009	Stool	China
QinJ_2012	NLF010	Stool	China
QinJ_2012	NLF011	Stool	China
QinJ_2012	NLF012	Stool	China
QinJ_2012	NLF013	Stool	China
QinJ_2012	NLF014	Stool	China
QinJ_2012	NLF015	Stool	China
QinJ_2012	NLM001	Stool	China
QinJ_2012	NLM002	Stool	China
QinJ_2012	NLM003	Stool	China
QinJ_2012	NLM004	Stool	China
QinJ_2012	NLM005	Stool	China
QinJ_2012	NLM006	Stool	China
QinJ_2012	NLM007	Stool	China
QinJ_2012	NLM008	Stool	China
QinJ_2012	NLM009	Stool	China
QinJ_2012	NLM010	Stool	China
QinJ_2012	NLM015	Stool	China
QinJ_2012	NLM016	Stool	China
QinJ_2012	NLM017	Stool	China
QinJ_2012	NLM021	Stool	China
QinJ_2012	NLM022	Stool	China
QinJ_2012	NLM023	Stool	China
QinJ_2012	NLM024	Stool	China
QinJ_2012	NLM025	Stool	China
QinJ_2012	NLM026	Stool	China
QinJ_2012	NLM027	Stool	China
QinJ_2012	NLM028	Stool	China
QinJ_2012	NLM029	Stool	China
QinJ_2012	NLM031	Stool	China
QinJ_2012	NLM032	Stool	China
QinJ_2012	NOF001	Stool	China
QinJ_2012	NOF002	Stool	China
QinJ_2012	NOF004	Stool	China
QinJ_2012	NOF005	Stool	China
QinJ_2012	NOF006	Stool	China
QinJ_2012	NOF007	Stool	China
QinJ_2012	NOF008	Stool	China
QinJ_2012	NOF009	Stool	China
QinJ_2012	NOF010	Stool	China
QinJ_2012	NOF011	Stool	China
QinJ_2012	NOF012	Stool	China
QinJ_2012	NOF013	Stool	China
QinJ_2012	NOF014	Stool	China
QinJ_2012	NOM001	Stool	China
QinJ_2012	NOM002	Stool	China
QinJ_2012	NOM004	Stool	China
QinJ_2012	NOM005	Stool	China
QinJ_2012	NOM007	Stool	China
QinJ_2012	NOM008	Stool	China
QinJ_2012	NOM009	Stool	China
QinJ_2012	NOM010	Stool	China
QinJ_2012	NOM012	Stool	China
QinJ_2012	NOM013	Stool	China
QinJ_2012	NOM014	Stool	China
QinJ_2012	NOM015	Stool	China
QinJ_2012	NOM016	Stool	China
QinJ_2012	NOM017	Stool	China
QinJ_2012	NOM018	Stool	China
QinJ_2012	NOM019	Stool	China
QinJ_2012	NOM020	Stool	China
QinJ_2012	NOM022	Stool	China
QinJ_2012	NOM023	Stool	China
QinJ_2012	NOM025	Stool	China
QinJ_2012	NOM026	Stool	China
QinJ_2012	NOM027	Stool	China
QinJ_2012	NOM028	Stool	China
QinJ_2012	NOM029	Stool	China
QinJ_2012	T2D-001	Stool	China
QinJ_2012	T2D-002	Stool	China
QinJ_2012	T2D-003	Stool	China
QinJ_2012	T2D-004	Stool	China
QinJ_2012	T2D-005	Stool	China
QinJ_2012	T2D-006	Stool	China
QinJ_2012	T2D-007	Stool	China
QinJ_2012	T2D-008	Stool	China
QinJ_2012	T2D-009	Stool	China
QinJ_2012	T2D-010	Stool	China
QinJ_2012	T2D-011	Stool	China
QinJ_2012	T2D-012	Stool	China
QinJ_2012	T2D-013	Stool	China
QinJ_2012	T2D-014	Stool	China
QinJ_2012	T2D-015	Stool	China
QinJ_2012	T2D-016	Stool	China
QinJ_2012	T2D-017	Stool	China
QinJ_2012	T2D-018	Stool	China
QinJ_2012	T2D-019	Stool	China
QinJ_2012	T2D-020	Stool	China
QinJ_2012	T2D-021	Stool	China
QinJ_2012	T2D-022	Stool	China
QinJ_2012	T2D-023	Stool	China
QinJ_2012	T2D-024	Stool	China
QinJ_2012	T2D-025	Stool	China
QinJ_2012	T2D-026	Stool	China
QinJ_2012	T2D-027	Stool	China
QinJ_2012	T2D-028	Stool	China
QinJ_2012	T2D-029	Stool	China
QinJ_2012	T2D-030	Stool	China
QinJ_2012	T2D-031	Stool	China
QinJ_2012	T2D-032	Stool	China
QinJ_2012	T2D-033	Stool	China
QinJ_2012	T2D-034	Stool	China
QinJ_2012	T2D-035	Stool	China
QinJ_2012	T2D-036	Stool	China
QinJ_2012	T2D-037	Stool	China
QinJ_2012	T2D-038	Stool	China
QinJ_2012	T2D-039	Stool	China
QinJ_2012	T2D-040	Stool	China
QinJ_2012	T2D-041	Stool	China
QinJ_2012	T2D-042	Stool	China
QinJ_2012	T2D-043	Stool	China
QinJ_2012	T2D-044	Stool	China
QinJ_2012	T2D-045	Stool	China
QinJ_2012	T2D-046	Stool	China
QinJ_2012	T2D-047	Stool	China
QinJ_2012	T2D-048	Stool	China
QinJ_2012	T2D-049	Stool	China
QinJ_2012	T2D-050	Stool	China
QinJ_2012	T2D-051	Stool	China
QinJ_2012	T2D-052	Stool	China
QinJ_2012	T2D-053	Stool	China
QinJ_2012	T2D-054	Stool	China
QinJ_2012	T2D-055	Stool	China
QinJ_2012	T2D-056	Stool	China
QinJ_2012	T2D-057	Stool	China
QinJ_2012	T2D-058	Stool	China
QinJ_2012	T2D-059	Stool	China
QinJ_2012	T2D-060	Stool	China
QinJ_2012	T2D-061	Stool	China
QinJ_2012	T2D-062	Stool	China
QinJ_2012	T2D-063	Stool	China
QinJ_2012	T2D-064	Stool	China
QinJ_2012	T2D-065	Stool	China
QinJ_2012	T2D-066	Stool	China
QinJ_2012	T2D-067	Stool	China
QinJ_2012	T2D-068	Stool	China
QinJ_2012	T2D-069	Stool	China
QinJ_2012	T2D-070	Stool	China
QinJ_2012	T2D-071	Stool	China
QinJ_2012	T2D-072	Stool	China
QinJ_2012	T2D-073	Stool	China
QinJ_2012	T2D-074	Stool	China
QinJ_2012	T2D-075	Stool	China
