sampleID	NCBI_accession
LeChatelierE_2013__MH0094	ERR321280;ERR321279;ERR321278;ERR321277;ERR321276;ERR321275
LeChatelierE_2013__MH0095	ERR321286;ERR321285;ERR321284;ERR321283;ERR321282;ERR321281
LeChatelierE_2013__MH0096	ERR321292;ERR321291;ERR321290;ERR321289;ERR321288;ERR321287
LeChatelierE_2013__MH0097	ERR321298;ERR321297;ERR321296;ERR321295;ERR321294;ERR321293
LeChatelierE_2013__MH0098	ERR321302;ERR321301;ERR321300;ERR321299
LeChatelierE_2013__MH0099	ERR321307;ERR321306;ERR321305;ERR321304;ERR321303
LeChatelierE_2013__MH0100	ERR321311;ERR321310;ERR321309;ERR321308
LeChatelierE_2013__MH0101	ERR321316;ERR321315;ERR321314;ERR321313;ERR321312
LeChatelierE_2013__MH0102	ERR321321;ERR321320;ERR321319;ERR321318;ERR321317
LeChatelierE_2013__MH0103	ERR321326;ERR321325;ERR321324;ERR321323;ERR321322
LeChatelierE_2013__MH0104	ERR321333;ERR321332;ERR321331;ERR321330;ERR321329;ERR321328;ERR321327
LeChatelierE_2013__MH0105	ERR321338;ERR321337;ERR321336;ERR321335;ERR321334
LeChatelierE_2013__MH0106	ERR321345;ERR321344;ERR321343;ERR321342;ERR321341;ERR321340;ERR321339
LeChatelierE_2013__MH0107	ERR321351;ERR321350;ERR321349;ERR321348;ERR321347;ERR321346
LeChatelierE_2013__MH0108	ERR321353;ERR321352
LeChatelierE_2013__MH0109	ERR321358;ERR321357;ERR321356;ERR321355;ERR321354
LeChatelierE_2013__MH0110	ERR321364;ERR321363;ERR321362;ERR321361;ERR321360;ERR321359
LeChatelierE_2013__MH0111	ERR321367;ERR321366;ERR321365
LeChatelierE_2013__MH0113	ERR321371;ERR321370;ERR321369;ERR321368
LeChatelierE_2013__MH0114	ERR321376;ERR321375;ERR321374;ERR321373;ERR321372
LeChatelierE_2013__MH0115	ERR321379;ERR321378;ERR321377
LeChatelierE_2013__MH0116	ERR321385;ERR321384;ERR321383;ERR321382;ERR321381;ERR321380
LeChatelierE_2013__MH0117	ERR321389;ERR321388;ERR321387;ERR321386
LeChatelierE_2013__MH0118	ERR321392;ERR321391;ERR321390
LeChatelierE_2013__MH0119	ERR321393
LeChatelierE_2013__MH0120	ERR321397;ERR321396;ERR321395;ERR321394
LeChatelierE_2013__MH0121	ERR321398
LeChatelierE_2013__MH0122	ERR321403;ERR321402;ERR321401;ERR321400;ERR321399
LeChatelierE_2013__MH0123	ERR321407;ERR321406;ERR321405;ERR321404
LeChatelierE_2013__MH0124	ERR321412;ERR321411;ERR321410;ERR321409;ERR321408
LeChatelierE_2013__MH0125	ERR321416;ERR321415;ERR321414;ERR321413
LeChatelierE_2013__MH0126	ERR321420;ERR321419;ERR321418;ERR321417
LeChatelierE_2013__MH0127	ERR321424;ERR321423;ERR321422;ERR321421
LeChatelierE_2013__MH0128	ERR321428;ERR321427;ERR321426;ERR321425
LeChatelierE_2013__MH0129	ERR321432;ERR321431;ERR321430;ERR321429
LeChatelierE_2013__MH0130	ERR321436;ERR321435;ERR321434;ERR321433
LeChatelierE_2013__MH0131	ERR321437
LeChatelierE_2013__MH0132	ERR321441;ERR321440;ERR321439;ERR321438
LeChatelierE_2013__MH0133	ERR321445;ERR321444;ERR321443;ERR321442
LeChatelierE_2013__MH0134	ERR321449;ERR321448;ERR321447;ERR321446
LeChatelierE_2013__MH0135	ERR321453;ERR321452;ERR321451;ERR321450
LeChatelierE_2013__MH0136	ERR321457;ERR321456;ERR321455;ERR321454
LeChatelierE_2013__MH0137	ERR321461;ERR321460;ERR321459;ERR321458
LeChatelierE_2013__MH0138	ERR321462
LeChatelierE_2013__MH0139	ERR321463
LeChatelierE_2013__MH0140	ERR321464
LeChatelierE_2013__MH0141	ERR321465
LeChatelierE_2013__MH0142	ERR321466
LeChatelierE_2013__MH0143	ERR321467
LeChatelierE_2013__MH0144	ERR321468
LeChatelierE_2013__MH0145	ERR321470;ERR321469
LeChatelierE_2013__MH0146	ERR321471
LeChatelierE_2013__MH0147	ERR321475;ERR321474;ERR321473;ERR321472
LeChatelierE_2013__MH0148	ERR321479;ERR321478;ERR321477;ERR321476
LeChatelierE_2013__MH0149	ERR321480
LeChatelierE_2013__MH0150	ERR321482;ERR321481
LeChatelierE_2013__MH0151	ERR321483
LeChatelierE_2013__MH0152	ERR321484
LeChatelierE_2013__MH0153	ERR321485
LeChatelierE_2013__MH0154	ERR321486
LeChatelierE_2013__MH0155	ERR321487
LeChatelierE_2013__MH0156	ERR321488
LeChatelierE_2013__MH0157	ERR321489
LeChatelierE_2013__MH0158	ERR321490
LeChatelierE_2013__MH0159	ERR321491
LeChatelierE_2013__MH0160	ERR321492
LeChatelierE_2013__MH0161	ERR321493
LeChatelierE_2013__MH0162	ERR321494
LeChatelierE_2013__MH0163	ERR321496;ERR321495
LeChatelierE_2013__MH0164	ERR321497
LeChatelierE_2013__MH0165	ERR321502;ERR321501;ERR321500;ERR321499;ERR321498
LeChatelierE_2013__MH0166	ERR321505;ERR321504;ERR321503
LeChatelierE_2013__MH0167	ERR321509;ERR321508;ERR321507;ERR321506
LeChatelierE_2013__MH0168	ERR321513;ERR321512;ERR321511;ERR321510
LeChatelierE_2013__MH0169	ERR321515;ERR321514
LeChatelierE_2013__MH0170	ERR321519;ERR321518;ERR321517;ERR321516
LeChatelierE_2013__MH0172	ERR321520
LeChatelierE_2013__MH0173	ERR321521
LeChatelierE_2013__MH0174	ERR321522
LeChatelierE_2013__MH0175	ERR321523
LeChatelierE_2013__MH0176	ERR321524
LeChatelierE_2013__MH0177	ERR321528;ERR321527;ERR321526;ERR321525
LeChatelierE_2013__MH0178	ERR321529
LeChatelierE_2013__MH0179	ERR321530
LeChatelierE_2013__MH0180	ERR321531
LeChatelierE_2013__MH0181	ERR321532
LeChatelierE_2013__MH0182	ERR321533
LeChatelierE_2013__MH0183	ERR321537;ERR321536;ERR321535;ERR321534
LeChatelierE_2013__MH0184	ERR321541;ERR321540;ERR321539;ERR321538
LeChatelierE_2013__MH0185	ERR321542
LeChatelierE_2013__MH0186	ERR321543
LeChatelierE_2013__MH0187	ERR321544
LeChatelierE_2013__MH0188	ERR321546;ERR321545
LeChatelierE_2013__MH0189	ERR321547
LeChatelierE_2013__MH0191	ERR321548
LeChatelierE_2013__MH0193	ERR321550;ERR321549
LeChatelierE_2013__MH0195	ERR321551
LeChatelierE_2013__MH0196	ERR321552
LeChatelierE_2013__MH0197	ERR321553
LeChatelierE_2013__MH0198	ERR321554
LeChatelierE_2013__MH0199	ERR321555
LeChatelierE_2013__MH0200	ERR321556
LeChatelierE_2013__MH0203	ERR321557
LeChatelierE_2013__MH0204	ERR321558
LeChatelierE_2013__MH0205	ERR321559
LeChatelierE_2013__MH0206	ERR321560
LeChatelierE_2013__MH0211	ERR321561
LeChatelierE_2013__MH0212	ERR321562
LeChatelierE_2013__MH0217	ERR321563
LeChatelierE_2013__MH0220	ERR321564
LeChatelierE_2013__MH0224	ERR321565
LeChatelierE_2013__MH0227	ERR321567;ERR321566
LeChatelierE_2013__MH0229	ERR321568
LeChatelierE_2013__MH0230	ERR321569
LeChatelierE_2013__MH0233	ERR321570
LeChatelierE_2013__MH0236	ERR321571
LeChatelierE_2013__MH0239	ERR321572
LeChatelierE_2013__MH0243	ERR321573
LeChatelierE_2013__MH0244	ERR321574
LeChatelierE_2013__MH0247	ERR321575
LeChatelierE_2013__MH0250	ERR321576
LeChatelierE_2013__MH0251	ERR321577
LeChatelierE_2013__MH0253	ERR321578
LeChatelierE_2013__MH0257	ERR321579
LeChatelierE_2013__MH0267	ERR321580
LeChatelierE_2013__MH0272	ERR321581
LeChatelierE_2013__MH0274	ERR321582
LeChatelierE_2013__MH0275	ERR321583
LeChatelierE_2013__MH0276	ERR321584
LeChatelierE_2013__MH0277	ERR321586;ERR321585
LeChatelierE_2013__MH0286	ERR321587
LeChatelierE_2013__MH0287	ERR321588
LeChatelierE_2013__MH0288	ERR321589
LeChatelierE_2013__MH0289	ERR321590
LeChatelierE_2013__MH0292	ERR321591
LeChatelierE_2013__MH0302	ERR321592
LeChatelierE_2013__MH0305	ERR321593
LeChatelierE_2013__MH0307	ERR321594
LeChatelierE_2013__MH0313	ERR321595
LeChatelierE_2013__MH0316	ERR321596
LeChatelierE_2013__MH0318	ERR321597
LeChatelierE_2013__MH0321	ERR321598
LeChatelierE_2013__MH0322	ERR321599
LeChatelierE_2013__MH0333	ERR321600
LeChatelierE_2013__MH0403	ERR321601
LeChatelierE_2013__MH0404	ERR321602
LeChatelierE_2013__MH0405	ERR321603
LeChatelierE_2013__MH0406	ERR321604
LeChatelierE_2013__MH0407	ERR321605
LeChatelierE_2013__MH0408	ERR321606
LeChatelierE_2013__MH0409	ERR321607
LeChatelierE_2013__MH0410	ERR321608
LeChatelierE_2013__MH0411	ERR321609
LeChatelierE_2013__MH0412	ERR321610
LeChatelierE_2013__MH0413	ERR321611
LeChatelierE_2013__MH0414	ERR321612
LeChatelierE_2013__MH0415	ERR321613
LeChatelierE_2013__MH0416	ERR321614
LeChatelierE_2013__MH0417	ERR321615
LeChatelierE_2013__MH0418	ERR321616
LeChatelierE_2013__MH0419	ERR321617
LeChatelierE_2013__MH0420	ERR321618
LeChatelierE_2013__MH0421	ERR321619
LeChatelierE_2013__MH0422	ERR321620
LeChatelierE_2013__MH0423	ERR321621
LeChatelierE_2013__MH0424	ERR321622
LeChatelierE_2013__MH0425	ERR321623
LeChatelierE_2013__MH0426	ERR321624
LeChatelierE_2013__MH0427	ERR321625
LeChatelierE_2013__MH0428	ERR321626
LeChatelierE_2013__MH0429	ERR321627
LeChatelierE_2013__MH0430	ERR321628
LeChatelierE_2013__MH0431	ERR321629
LeChatelierE_2013__MH0432	ERR321630
LeChatelierE_2013__MH0433	ERR321631
LeChatelierE_2013__MH0434	ERR321632
LeChatelierE_2013__MH0435	ERR321633
LeChatelierE_2013__MH0436	ERR321634
LeChatelierE_2013__MH0437	ERR321635
LeChatelierE_2013__MH0438	ERR321636
LeChatelierE_2013__MH0439	ERR321637
LeChatelierE_2013__MH0440	ERR321638
LeChatelierE_2013__MH0441	ERR321639
LeChatelierE_2013__MH0442	ERR321640
LeChatelierE_2013__MH0443	ERR321641
LeChatelierE_2013__MH0444	ERR321642
LeChatelierE_2013__MH0445	ERR321643
LeChatelierE_2013__MH0446	ERR321644
LeChatelierE_2013__MH0447	ERR321645
LeChatelierE_2013__MH0448	ERR321646
LeChatelierE_2013__MH0450	ERR321647
LeChatelierE_2013__MH0451	ERR321648
LeChatelierE_2013__MH0452	ERR321649
LeChatelierE_2013__MH0453	ERR321650
LeChatelierE_2013__MH0454	ERR321651
LeChatelierE_2013__MH0455	ERR321652
LeChatelierE_2013__MH0456	ERR321653
LeChatelierE_2013__MH0457	ERR321654
LeChatelierE_2013__MH0458	ERR321655
LeChatelierE_2013__MH0462	ERR321656
LiJ_2014__DLF005-IE	ERR504979;ERR504973
LiJ_2014__DLM006-IE	ERR504980;ERR504974
LiJ_2014__DOM005-IE	ERR504985
LiJ_2014__DOM017-IE	ERR504981;ERR504975
LiJ_2014__MH0192	ERR414512;ERR414511;ERR414231;ERR414230
LiJ_2014__MH0221	ERR414513;ERR414232
LiJ_2014__MH0222	ERR414514;ERR414233
LiJ_2014__MH0234	ERR414515;ERR414234
LiJ_2014__MH0238	ERR414516;ERR414235
LiJ_2014__MH0245	ERR414517;ERR414236
LiJ_2014__MH0246	ERR414519;ERR414518;ERR414238;ERR414237
LiJ_2014__MH0252	ERR414520;ERR414239
LiJ_2014__MH0259	ERR414521;ERR414240
LiJ_2014__MH0260	ERR414522;ERR414241
LiJ_2014__MH0261	ERR414523;ERR414242
LiJ_2014__MH0262	ERR414524;ERR414243
LiJ_2014__MH0264	ERR414525;ERR414244
LiJ_2014__MH0265	ERR414526;ERR414245
LiJ_2014__MH0266	ERR414527;ERR414246
LiJ_2014__MH0268	ERR414528;ERR414247
LiJ_2014__MH0270	ERR414529;ERR414248
LiJ_2014__MH0271	ERR414531;ERR414530;ERR414250;ERR414249
LiJ_2014__MH0280	ERR414532;ERR414251
LiJ_2014__MH0281	ERR414533;ERR414252
LiJ_2014__MH0283	ERR414535;ERR414534;ERR414254;ERR414253
LiJ_2014__MH0284	ERR414536;ERR414255
LiJ_2014__MH0290	ERR414537;ERR414256
LiJ_2014__MH0293	ERR414539;ERR414538;ERR414258;ERR414257
LiJ_2014__MH0297	ERR414541;ERR414540;ERR414260;ERR414259
LiJ_2014__MH0298	ERR414542;ERR414261
LiJ_2014__MH0299	ERR414543;ERR414262
LiJ_2014__MH0301	ERR414544;ERR414263
LiJ_2014__MH0303	ERR414545;ERR414264
LiJ_2014__MH0308	ERR414546;ERR414265
LiJ_2014__MH0309	ERR414547;ERR414266
LiJ_2014__MH0310	ERR414548;ERR414267
LiJ_2014__MH0311	ERR414549;ERR414268
LiJ_2014__MH0314	ERR414551;ERR414550;ERR414270;ERR414269
LiJ_2014__MH0315	ERR414553;ERR414552;ERR414272;ERR414271
LiJ_2014__MH0319	ERR414554;ERR414273
LiJ_2014__MH0323	ERR414555;ERR414274
LiJ_2014__MH0325	ERR414556;ERR414275
LiJ_2014__MH0326	ERR414557;ERR414276
LiJ_2014__MH0327	ERR414558;ERR414277
LiJ_2014__MH0328	ERR414559;ERR414278
LiJ_2014__MH0329	ERR414560;ERR414279
LiJ_2014__MH0330	ERR414561;ERR414280
LiJ_2014__MH0332	ERR414562;ERR414281
LiJ_2014__MH0334	ERR414563;ERR414282
LiJ_2014__MH0335	ERR414564;ERR414283
LiJ_2014__MH0336	ERR414565;ERR414284
LiJ_2014__MH0337	ERR414567;ERR414566;ERR414286;ERR414285
LiJ_2014__MH0338	ERR414568;ERR414287
LiJ_2014__MH0339	ERR414569;ERR414288
LiJ_2014__MH0340	ERR414570;ERR414289
LiJ_2014__MH0341	ERR414571;ERR414290
LiJ_2014__MH0342	ERR414572;ERR414291
LiJ_2014__MH0343	ERR414573;ERR414292
LiJ_2014__MH0345	ERR414574;ERR414293
LiJ_2014__MH0346	ERR414575;ERR414294
LiJ_2014__MH0347	ERR414576;ERR414295
LiJ_2014__MH0348	ERR414577;ERR414296
LiJ_2014__MH0349	ERR414578;ERR414297
LiJ_2014__MH0350	ERR414579;ERR414298
LiJ_2014__MH0351	ERR414581;ERR414580;ERR414300;ERR414299
LiJ_2014__MH0354	ERR414582;ERR414301
LiJ_2014__MH0355	ERR414583;ERR414302
LiJ_2014__MH0356	ERR414584;ERR414303
LiJ_2014__MH0357	ERR414585;ERR414304
LiJ_2014__MH0358	ERR414586;ERR414305
LiJ_2014__MH0359	ERR414587;ERR414306
LiJ_2014__MH0360	ERR414588;ERR414307
LiJ_2014__MH0361	ERR414589;ERR414308
LiJ_2014__MH0362	ERR414590;ERR414309
LiJ_2014__MH0363	ERR414591;ERR414310
LiJ_2014__MH0364	ERR414592;ERR414311
LiJ_2014__MH0365	ERR414593;ERR414312
LiJ_2014__MH0366	ERR414594;ERR414313
LiJ_2014__MH0367	ERR414595;ERR414314
LiJ_2014__MH0368	ERR414596;ERR414315
LiJ_2014__MH0369	ERR414597;ERR414316
LiJ_2014__MH0370	ERR414598;ERR414317
LiJ_2014__MH0371	ERR414599;ERR414318
LiJ_2014__MH0372	ERR414600;ERR414319
LiJ_2014__MH0373	ERR414601;ERR414320
LiJ_2014__MH0374	ERR414602;ERR414321
LiJ_2014__MH0375	ERR414603;ERR414322
LiJ_2014__MH0376	ERR414605;ERR414604;ERR414323;ERR414324
LiJ_2014__MH0377	ERR414606;ERR414325
LiJ_2014__MH0378	ERR414607;ERR414326
LiJ_2014__MH0379	ERR414608;ERR414327
LiJ_2014__MH0381	ERR414610;ERR414609;ERR414329;ERR414328
LiJ_2014__MH0382	ERR414611;ERR414330
LiJ_2014__MH0383	ERR414612;ERR414331
LiJ_2014__MH0384	ERR414613;ERR414332
LiJ_2014__MH0385	ERR414614;ERR414333
LiJ_2014__MH0386	ERR414615;ERR414334
LiJ_2014__MH0387	ERR414616;ERR414335
LiJ_2014__MH0388	ERR414617;ERR414336
LiJ_2014__MH0389	ERR414618;ERR414337
LiJ_2014__MH0390	ERR414619;ERR414338
LiJ_2014__MH0391	ERR414620;ERR414339
LiJ_2014__MH0392	ERR414621;ERR414340
LiJ_2014__MH0393	ERR414622;ERR414341
LiJ_2014__MH0394	ERR414623;ERR414342
LiJ_2014__MH0395	ERR414624;ERR414343
LiJ_2014__MH0396	ERR414625;ERR414344
LiJ_2014__MH0397	ERR414626;ERR414345
LiJ_2014__MH0398	ERR414627;ERR414346
LiJ_2014__MH0399	ERR414628;ERR414347
LiJ_2014__MH0400	ERR414629;ERR414348
LiJ_2014__MH0401	ERR414631;ERR414630;ERR414350;ERR414349
LiJ_2014__MH0402	ERR414632;ERR414351
LiJ_2014__NLF002-IE	ERR504986
LiJ_2014__NLF009-IE	ERR504987
LiJ_2014__NLM009-IE	ERR504982;ERR504976
LiJ_2014__NLM025-IE	ERR504988
LiJ_2014__NOF002-IE	ERR504983;ERR504977
LiJ_2014__NOF007-IE	ERR504984;ERR504978
LiJ_2014__NOF013-IE	ERR504989
LiJ_2014__O2.CD1-0	ERR414633;ERR414352
LiJ_2014__O2.CD1-0-PT	ERR414634;ERR414353
LiJ_2014__O2.CD2-0	ERR414635;ERR414354
LiJ_2014__O2.CD2-0-PT	ERR414636;ERR414355
LiJ_2014__O2.CD3-0-PT	ERR414637;ERR414356
LiJ_2014__O2.UC1-1	ERR414639;ERR414358
LiJ_2014__O2.UC11-1	ERR414638;ERR414357
LiJ_2014__O2.UC12-1	ERR414640;ERR414359
LiJ_2014__O2.UC13-1	ERR414641;ERR414360
LiJ_2014__O2.UC14-1	ERR414642;ERR414361
LiJ_2014__O2.UC15-0	ERR414643;ERR414362
LiJ_2014__O2.UC15-1	ERR414644;ERR414363
LiJ_2014__O2.UC15-2	ERR414645;ERR414364
LiJ_2014__O2.UC16-1	ERR414646;ERR414365
LiJ_2014__O2.UC17-1	ERR414647;ERR414366
LiJ_2014__O2.UC18-1	ERR414648;ERR414367
LiJ_2014__O2.UC19-1	ERR414649;ERR414368
LiJ_2014__O2.UC20-1	ERR414650;ERR414369
LiJ_2014__O2.UC2-1	ERR414652;ERR414371
LiJ_2014__O2.UC21-1	ERR414651;ERR414370
LiJ_2014__O2.UC22-1	ERR414653;ERR414372
LiJ_2014__O2.UC23-1	ERR414654;ERR414373
LiJ_2014__O2.UC24-1	ERR414655;ERR414374
LiJ_2014__O2.UC26-1	ERR414656;ERR414375
LiJ_2014__O2.UC27-1	ERR414657;ERR414376
LiJ_2014__O2.UC28-0	ERR414658;ERR414377
LiJ_2014__O2.UC28-1	ERR414659;ERR414378
LiJ_2014__O2.UC28-2	ERR414660;ERR414379
LiJ_2014__O2.UC29-1	ERR414661;ERR414380
LiJ_2014__O2.UC30-1	ERR414662;ERR414381
LiJ_2014__O2.UC3-1	ERR414664;ERR414383
LiJ_2014__O2.UC31-1	ERR414663;ERR414382
LiJ_2014__O2.UC32-1	ERR414665;ERR414384
LiJ_2014__O2.UC35-1	ERR414666;ERR414385
LiJ_2014__O2.UC36-0	ERR414668;ERR414667;ERR414387;ERR414386
LiJ_2014__O2.UC36-1	ERR414669;ERR414388
LiJ_2014__O2.UC37-1	ERR414670;ERR414389
LiJ_2014__O2.UC38-1	ERR414671;ERR414390
LiJ_2014__O2.UC40-1	ERR414672;ERR414391
LiJ_2014__O2.UC4-1	ERR414674;ERR414393
LiJ_2014__O2.UC41-1	ERR414673;ERR414392
LiJ_2014__O2.UC43-1	ERR414675;ERR414394
LiJ_2014__O2.UC44-1	ERR414676;ERR414395
LiJ_2014__O2.UC46-1	ERR414677;ERR414396
LiJ_2014__O2.UC47-1	ERR414678;ERR414397
LiJ_2014__O2.UC48-1	ERR414679;ERR414398
LiJ_2014__O2.UC5-1	ERR414680;ERR414399
LiJ_2014__O2.UC6-0	ERR414681;ERR414400
LiJ_2014__O2.UC6-1	ERR414682;ERR414401
LiJ_2014__O2.UC6-2	ERR414683;ERR414402
LiJ_2014__O2.UC7-0	ERR414684;ERR414403
LiJ_2014__O2.UC7-1	ERR414685;ERR414404
LiJ_2014__O2.UC8-0	ERR414686;ERR414405
LiJ_2014__O2.UC8-1	ERR414687;ERR414406
LiJ_2014__O2.UC8-2	ERR414688;ERR414407
LiJ_2014__O2.UC9-1	ERR414689;ERR414408
LiJ_2014__V1.CD1-0-PN	ERR414690;ERR414409
LiJ_2014__V1.CD1-0-PT	ERR414691;ERR414410
LiJ_2014__V1.CD12-3	ERR414693;ERR414692;ERR414412;ERR414411
LiJ_2014__V1.CD1-3-PN	ERR414694;ERR414413
LiJ_2014__V1.CD20-0	ERR414696;ERR414695;ERR414415;ERR414414
LiJ_2014__V1.CD2-0-PN	ERR414697;ERR414416
LiJ_2014__V1.CD2-0-PT	ERR414698;ERR414417
LiJ_2014__V1.CD3-0-PN	ERR414699;ERR414418
LiJ_2014__V1.CD3-0-PT	ERR414700;ERR414419
LiJ_2014__V1.CD32-0	ERR414702;ERR414701;ERR414421;ERR414420
LiJ_2014__V1.CD32-4	ERR414704;ERR414703;ERR414423;ERR414422
LiJ_2014__V1.CD3-3-PN	ERR414705;ERR414424
LiJ_2014__V1.CD37-4	ERR414706;ERR414425
LiJ_2014__V1.CD40-0	ERR414708;ERR414707;ERR414427;ERR414426
LiJ_2014__V1.CD4-0-PN	ERR414709;ERR414428
LiJ_2014__V1.CD4-0-PT	ERR414710;ERR414429
LiJ_2014__V1.CD43-0	ERR414711;ERR414430
LiJ_2014__V1.CD44-0	ERR414713;ERR414712;ERR414432;ERR414431
LiJ_2014__V1.CD44-4	ERR414714;ERR414433
LiJ_2014__V1.CD45-0	ERR414716;ERR414715;ERR414435;ERR414434
LiJ_2014__V1.CD46-0	ERR414718;ERR414717;ERR414437;ERR414436
LiJ_2014__V1.CD48-0	ERR414719;ERR414720;ERR414439;ERR414438
LiJ_2014__V1.CD49-0	ERR414721;ERR414440
LiJ_2014__V1.CD50-0	ERR414722;ERR414441
LiJ_2014__V1.CD5-0-PN	ERR414723;ERR414442
LiJ_2014__V1.CD51-0	ERR414724;ERR414443
LiJ_2014__V1.CD52-0	ERR414725;ERR414444
LiJ_2014__V1.CD53-0	ERR414726;ERR414445
LiJ_2014__V1.CD54-0	ERR414727;ERR414446
LiJ_2014__V1.CD55-0	ERR414728;ERR414447
LiJ_2014__V1.CD6-0-PN	ERR414729;ERR414448
LiJ_2014__V1.CD6-0-PT	ERR414730;ERR414449
LiJ_2014__V1.CD7-0-PN	ERR414731;ERR414450
LiJ_2014__V1.CD8-0-PN	ERR414732;ERR414451
LiJ_2014__V1.FI01	ERR414733;ERR414452
LiJ_2014__V1.FI02	ERR414734;ERR414453
LiJ_2014__V1.FI03	ERR414735;ERR414454
LiJ_2014__V1.FI04	ERR414736;ERR414455
LiJ_2014__V1.FI05	ERR414737;ERR414456
LiJ_2014__V1.FI06	ERR414738;ERR414457
LiJ_2014__V1.FI07	ERR414739;ERR414458
LiJ_2014__V1.FI08	ERR414740;ERR414459
LiJ_2014__V1.FI09	ERR414741;ERR414460
LiJ_2014__V1.FI10	ERR414742;ERR414461
LiJ_2014__V1.FI11	ERR414743;ERR414462
LiJ_2014__V1.FI12	ERR414744;ERR414463
LiJ_2014__V1.FI13	ERR414745;ERR414464
LiJ_2014__V1.FI14	ERR414746;ERR414465
LiJ_2014__V1.FI15	ERR414747;ERR414466
LiJ_2014__V1.FI16	ERR414748;ERR414467
LiJ_2014__V1.FI17	ERR414749;ERR414468
LiJ_2014__V1.FI18	ERR414750;ERR414469
LiJ_2014__V1.FI19	ERR414751;ERR414470
LiJ_2014__V1.FI20	ERR414752;ERR414471
LiJ_2014__V1.FI21	ERR414753;ERR414472
LiJ_2014__V1.FI22	ERR414754;ERR414473
LiJ_2014__V1.FI23	ERR414755;ERR414474
LiJ_2014__V1.FI24	ERR414756;ERR414475
LiJ_2014__V1.FI25	ERR414757;ERR414476
LiJ_2014__V1.FI26	ERR414758;ERR414477
LiJ_2014__V1.FI27	ERR414759;ERR414478
LiJ_2014__V1.FI28	ERR414760;ERR414479
LiJ_2014__V1.FI29	ERR414761;ERR414480
LiJ_2014__V1.FI30	ERR414762;ERR414481
LiJ_2014__V1.FI31	ERR414763;ERR414482
LiJ_2014__V1.FI32	ERR414764;ERR414483
LiJ_2014__V1.FI33	ERR414765;ERR414484
LiJ_2014__V1.FI34	ERR414766;ERR414485
LiJ_2014__V1.FI35	ERR414767;ERR414486
LiJ_2014__V1.FI36	ERR414768;ERR414487
LiJ_2014__V1.FI37	ERR414769;ERR414488
LiJ_2014__V1.UC22-1	ERR414771;ERR414770;ERR414489;ERR414490
LiJ_2014__V1.UC38-4	ERR414773;ERR414772;ERR414492;ERR414491
LiJ_2014__V1.UC39-4	ERR414774;ERR414493
LiJ_2014__V1.UC40-1	ERR414776;ERR414775;ERR414495;ERR414494
LiJ_2014__V1.UC47-4	ERR414777;ERR414496
LiJ_2014__V1.UC54-4	ERR414778;ERR414497
LiJ_2014__V1.UC56-1	ERR414780;ERR414779;ERR414499;ERR414498
LiJ_2014__V1.UC58-4	ERR414781;ERR414500
LiJ_2014__V1.UC59-0	ERR414783;ERR414782;ERR414502;ERR414501
LiJ_2014__V1.UC59-4	ERR414784;ERR414503
LiJ_2014__V1.UC60-0	ERR414787;ERR414786;ERR414785;ERR414505;ERR414504;ERR414506
LiJ_2014__V1.UC63-0	ERR414790;ERR414789;ERR414788;ERR414509;ERR414508;ERR414507
LiJ_2014__V1.UC64-0	ERR414791;ERR414510
LiJ_2017__H1F413846	ERR1398121
LiJ_2017__H1F512951	ERR1398068
LiJ_2017__H1F513817	ERR1398201
LiJ_2017__H1F513818	ERR1398155
LiJ_2017__H1F613739	ERR1398222
LiJ_2017__H1M213648	ERR1398255
LiJ_2017__H1M313811	ERR1398091
LiJ_2017__H1M412743	ERR1398140
LiJ_2017__H1M412809	ERR1398188
LiJ_2017__H1M412832	ERR1398098
LiJ_2017__H1M412835	ERR1398087
LiJ_2017__H1M412837	ERR1398240
LiJ_2017__H1M412844	ERR1398070
LiJ_2017__H1M412949	ERR1398238
LiJ_2017__H1M413802	ERR1398190
LiJ_2017__H1M413815	ERR1398072
LiJ_2017__H1M413822	ERR1398106
LiJ_2017__H1M413827	ERR1398234
LiJ_2017__H1M414905	ERR1398165
LiJ_2017__H1M511833	ERR1398215
LiJ_2017__H1M511841	ERR1398080
LiJ_2017__H1M511842	ERR1398210
LiJ_2017__H1M512808	ERR1398193
LiJ_2017__H1M512821	ERR1398086
LiJ_2017__H1M512831	ERR1398160
LiJ_2017__H1M512834	ERR1398133
LiJ_2017__H1M512836	ERR1398156
LiJ_2017__H1M512840	ERR1398175
LiJ_2017__H1M512853	ERR1398094
LiJ_2017__H1M512854	ERR1398139
LiJ_2017__H1M512855	ERR1398187
LiJ_2017__H1M513606	ERR1398195
LiJ_2017__H1M513729	ERR1398171
LiJ_2017__H1M513730	ERR1398074
LiJ_2017__H1M513738	ERR1398259
LiJ_2017__H1M513747	ERR1398194
LiJ_2017__H1M513803	ERR1398071
LiJ_2017__H1M513804	ERR1398209
LiJ_2017__H1M513807	ERR1398246
LiJ_2017__H1M513810	ERR1398249
LiJ_2017__H1M513813	ERR1398096
LiJ_2017__H1M513816	ERR1398241
LiJ_2017__H1M513819	ERR1398108
LiJ_2017__H1M513820	ERR1398084
LiJ_2017__H1M513823	ERR1398150
LiJ_2017__H1M513826	ERR1398158
LiJ_2017__H1M513828	ERR1398092
LiJ_2017__H1M513852	ERR1398219
LiJ_2017__H1M513912	ERR1398081
LiJ_2017__H1M514901	ERR1398111
